Guid,AccountId,LastName,FirstName,Salutation,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,OtherLatitude,OtherLongitude,OtherGeocodeAccuracy,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,MailingLatitude,MailingLongitude,MailingGeocodeAccuracy,Phone,Fax,MobilePhone,HomePhone,OtherPhone,AssistantPhone,Email,Title,Department,AssistantName,LeadSource,Birthdate,Description,EmailBouncedReason,EmailBouncedDate,Jigsaw
84a25a9c-5717-45a1-84b5-bf898dfeb4be,659f4efc-9e57-4441-be18-01fb04b8b280,Ransell,Rani,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1701 Bryant Street,Denver,CO,80204,USA,#N/A,#N/A,#N/A,(115) 816-6063,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7cdc3ab8-0af9-4d0a-9003-8c78bf3cf0da,f0522c69-0b13-4310-b6fd-142c6f0a1e55,Ware,Aprilette,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,#N/A,#N/A,32 Railway Street,KALANG,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4037,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
44f1dfb7-ef04-4443-84d2-4aeddbd019c4,fb580e84-4368-419c-9ecb-3f3330c5b7b2,Murdoch,Gabrielle,#N/A,45 Spring Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,45 Spring Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,(03) 6230 6018,(03) 6230 6018,0418 452 628,#N/A,#N/A,(03) 6230 6018,nitish.madan@nagarro.com,Account Executive,Sales,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
04869fe9-0b72-421f-a325-7d1fb800fbe8,9f6814d7-8a04-4d8f-856d-3975f8f0cb00,Tirrell,Gwynne,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(525) 945-6875,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,Buyer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
e390c1fb-46f0-4eb3-bfa1-8bb00c280353,c8c10a9e-969d-4372-9ce5-09be80538243,Filberte,Appolonia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(051) 212-3456,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,CIO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
69353c40-6b89-450c-94ad-3fec256c18ae,9a7174e1-7076-4faa-a3e8-fa545ac5de65,Case,Nadean,#N/A,350 Collins Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,350 Collins Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,(03) 8723 6711,(03) 8723 6711,0417 880 391,#N/A,#N/A,(03) 8723 6711,nitish.madan@nagarro.com,Director-Accounting,Finance,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10561ed4-5ab6-4b60-b4e2-0c66218360dd,f50ce93e-c709-46b3-9646-d93f10cc9e86,Jules,Jackqueline,#N/A,348 St Kilda Road,Melbourne,VIC,3004,Australia,#N/A,#N/A,#N/A,348 St Kilda Road,Melbourne,VIC,3004,Australia,#N/A,#N/A,#N/A,(03) 8179 6906,(03) 8179 6906,0426 336 261,#N/A,#N/A,(03) 8179 6906,nitish.madan@nagarro.com,"VP, Product Management",Engineering,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4883c0ef-a05d-4f62-b087-e80af0c36110,9f48e195-10cf-46c5-a116-3598874d495b,Jere,Pavia,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4062,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51bb00f9-ad98-4cd8-a236-144e5f97c786,175d987e-c994-4755-ade1-843834b6ed5d,Wilton,Sharona,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,97 Gordon Terrace,BARTON BENDISH,#N/A,PE33 1YD,UK,#N/A,#N/A,#N/A,79 4352 5277,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
828da636-6468-4fbe-a764-6f1e57e20c3d,d53e7f1f-d7df-48ca-9939-ca2903e63dc2,Norrie,Bobbe,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(756) 305-2571,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,COO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
709c76e1-ceb5-45b5-acce-7c2e694b4425,8cc6be39-02de-4554-9f76-cb3a8966759a,Phineas,Kalie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(276)956-8750,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,COO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
d05e028f-bb9b-46c2-b0ac-0ee209b7b1f2,be06da5e-254a-4f32-949b-4378ea3a774d,Shep,Toby,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2001 Blake Street,Denver,CO,80205,USA,#N/A,#N/A,#N/A,(380) 675-0645,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,COO,#N/A,#N/A,#N/A,#N/A,"Thomas K. Montag is chief operating officer of Bank of America and is a member of the company’s executive management team. In this role, he is responsible for all of the businesses that serve companies and institutional investors, including middle-market commercial and large corporate clients, and institutional investor clients, including Bank of America Merrill Lynch Global Research and the global markets sales and trading businesses.",#N/A,#N/A,#N/A
c72ca412-9164-40c7-bbe8-c24f40885406,c18f99eb-72c7-4af7-9926-151d12af36f2,Steven,Alyda,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,88 Bailey Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4015,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6d071f42-2549-40e7-894a-35c041f8dcec,f7276ccc-ae0b-4bab-91af-6b353999b47d,Wald,Shellie,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,88 Bailey Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4009,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
bb4cc638-d254-4672-b21f-e270ba449591,b04e26a7-1cc1-4369-961d-5572b263185b,Shermy,Ursa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(853) 823-7301,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,"EVP, Global Sourcing",#N/A,#N/A,#N/A,#N/A,"Craig Cowman is executive vice president, Global Sourcing, where he manages strategic sourcing and supplier management enterprise-wide. In this capacity, he leads the teams responsible for sourcing pharmaceuticals and medical products across national brands and Cardinal brands, as well as raw materials and indirect goods.",#N/A,#N/A,#N/A
15b9ff18-5c5e-475d-ba78-ba97678d4c54,43ca5b3d-f8d8-4e40-9b1d-5d415a5d4391,Donovan,Lesly,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1500 South Capitol Street Southeast,Washington,DC,20003,USA,#N/A,#N/A,#N/A,(196) 494-2344,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,Senior Vice President and Treasurer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
43002051-1a1c-4782-a9fc-91801b867a9b,0255c937-e703-4505-b7a9-8c9747e8b113,Bennie,Drucill,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,202-555-0110,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,COO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ccb2dea6-fe46-45e1-b6f5-4bc98defb87b,af50583b-0637-4b81-8424-b0537cd29c57,Georgie,Vina,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39 Crown Street,London,#N/A,SW6 0EP,UK,#N/A,#N/A,#N/A,81 6365 8742,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
020d97b9-a5fc-4854-99d6-b4e6617c3af6,1e05b318-1f15-4c70-a33e-d32f47b5ee72,Sly,Annis,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(581) 804-2887,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,CEO,#N/A,#N/A,#N/A,#N/A,"Alain Monié is the chief executive officer of Ingram Micro Inc., a leader in delivering the full spectrum of global technology and supply-chain solutions to businesses around the world.",#N/A,#N/A,#N/A
6aac46c0-d666-4b89-8940-75c354378e00,f26b90b0-0e0b-4759-b078-dd34ef69e2fc,Dillon,Mae,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4050,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
e873b4ce-1fc9-4cb8-8139-8806ac5bb52b,35e6cdf2-b98a-4813-805e-b3ea5fa07b70,Oran,Jori,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(142) 419-0687,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4714337f-2288-4d74-941d-ab6330523c70,fa42db97-2bda-4f4b-8598-385a012389af,Hollis,Dot,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(223) 112-7164,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,President and CEO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
890fb49e-0f29-4bf4-814b-588ae99264f6,9fec2ae2-884c-41ed-b781-466550bbd0b1,Theodoric,Daisey,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(908) 616-8890,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,"EVP, Legal & Government Affairs, General Counsel, Corporate Secretary",#N/A,#N/A,#N/A,#N/A,"Paula Johnson is executive vice president, Legal and Government affairs, general counsel, and corporate secretary for Phillips 66, a diversified energy manufacturing and logistics company. She has nearly 25 years of legal experience.",#N/A,#N/A,#N/A
7ac65aae-5032-425f-af77-e9d312592c49,cc08c154-76c4-4769-be40-aaf165e440b3,Felic,Katlin,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,011 49 69 3576 6843,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5c13e5a3-985f-494e-bc1a-a6da3a0c6a4c,8313a611-528f-4b17-91ee-a39a66338c7d,Dana,Rianon,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39 Crown Street,London,#N/A,SW6 0EP,UK,#N/A,#N/A,#N/A,78 6365 8742,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a6891072-a8ce-49a8-9b4e-d1bdbd8492fb,56837d40-7123-4702-93a8-8aaacc4ada28,Alberik,Cindi,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1000 Elysian Park Avenue,Los Angeles,CA,90012,USA,#N/A,#N/A,#N/A,(324) 522-1756,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,CEO,#N/A,#N/A,#N/A,#N/A,Dirk Van de Put became CEO of Mondelēz International and joined the company’s Board of Directors in November 2017. Dirk will assume the role of Chairman of the Board when Irene Rosenfeld retires at the end of March 2018.,#N/A,#N/A,#N/A
f919feee-780e-434f-8ad0-46e6f6d9ed70,fb580e84-4368-419c-9ecb-3f3330c5b7b2,Abbot,Kevina,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4068,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5f11f2d2-0434-42a9-863e-367cf314c832,2d7d4628-1dbf-4d8b-84d7-02793096e9ad,Wells,Tierney,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,#N/A,#N/A,88 Bailey Street,KALANG,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4072,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
c8359204-94b5-49b9-b51c-73f0d736d987,5072ef92-6fcd-4355-af48-36ed83d1667c,Ase,Hollyanne,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,+41 22 343 80 14,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,"Vice President, IT",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ecec20f3-e0c1-4fcb-a710-c532ce68ace6,6c62d661-c3fa-43a3-93a4-7850a466205a,Kristofer,Cristen,#N/A,#N/A,#N/A,#N/A,3293,#N/A,#N/A,#N/A,#N/A,88 Bailey Street,GLENTHOMPSON,VIC,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3916,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
98496be1-1a1b-4298-a791-2104ec35d042,5aa47b5f-63aa-42d5-bde2-dfd9bcf3f36e,Hollis,Lotte,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,32 Railway Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3938,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
56d8bf84-5bca-44fe-a7c4-8aeb79f71e4f,48fbd67f-9f0b-4da3-a117-56a414e3e5fe,Patrick,Krissy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1 East 161st Street,Bronx,NY,10451,USA,#N/A,#N/A,#N/A,(463) 872-1494,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,General Counsel,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
97016108-2488-4535-aa2c-6034557ca27d,f39f8b05-c635-4a0d-907c-14f8ba6a298c,Otes,Vicky,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,32 Railway Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3941,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
70260d7a-5a9d-47e1-9c98-c6f4ef74e817,92a6efd5-7523-4651-a1da-31ad09d6bd88,Jake,Kala,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(319)461-4462,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
f57079f1-69d1-491b-a63b-c9d1e8cc3db1,0447e566-cb88-4210-808d-819647a6e46f,Antin,Augusta,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(214) 908-0898,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,"Executive Vice President, CFO",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
aee97295-2663-4d2f-abda-a600617aa4b3,437df295-8391-422c-b5fe-73dd46f186f5,Kimbell,Sibley,#N/A,67 Como Pde,Como,NSW,2226,Australia,#N/A,#N/A,#N/A,67 Como Pde,Como,NSW,2226,Australia,#N/A,#N/A,#N/A,(02) 6522 6876,(02) 6522 6876,0410 222 872,#N/A,#N/A,(02) 6522 6876,nitish.madan@nagarro.com,Senior Vice President of Sales,Sales,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
b6e757ee-40fa-494c-9030-5db5d9d3e7d4,ee38f8db-7f57-40e6-b9f4-9dc26bcdf63b,Ozzy,Fern,#N/A,200 George Street,Sydney,NSW,2000,Australia,#N/A,#N/A,#N/A,200 George Street,Sydney,NSW,2000,Australia,#N/A,#N/A,#N/A,(02) 8435 7936,(02) 8435 7936,0418 863 793,#N/A,#N/A,(02) 8435 7936,nitish.madan@nagarro.com,Project Manager,Marketing,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
cf6d525c-0758-43b0-91d8-1fd6053a03ba,b04e26a7-1cc1-4369-961d-5572b263185b,Bald,Ertha,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(259) 569-1856,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,"EVP, Deputy General Counsel & Corporate Secretary",#N/A,#N/A,#N/A,#N/A,"Jessica L. Mayer is executive vice president, deputy general counsel & corporate secretary at Cardinal Health.",#N/A,#N/A,#N/A
00fee8ee-5c83-4160-8e5e-626479ab9381,d9e79863-e6a3-48c7-ab78-42d550399e9a,Jeffrey,Dulce,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(954) 660-2022,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
363f6057-456f-4ddc-b7d0-b72ef8b79307,4e45048b-93f7-4da8-8d56-79e6609f2b34,Parsifal,Thelma,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,201 Sussex Street,Sydney,NSW,2000,Australia,#N/A,#N/A,#N/A,(361) 571-7392,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,CEO,#N/A,#N/A,#N/A,#N/A,Alex Gorsky is Chairman and Chief Executive Officer of Johnson & Johnson. Alex is the seventh person to serve as Chairman and CEO of Johnson & Johnson since it became a publicly traded company in 1944.,#N/A,#N/A,#N/A
f6e42615-a437-4079-a874-07dd27053033,43ca5b3d-f8d8-4e40-9b1d-5d415a5d4391,Gay,Gelya,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(881) 619-2143,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,Vice President-Transportation,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9884c719-5c6a-40fb-8f0e-7a7314b93289,fa42db97-2bda-4f4b-8598-385a012389af,Saunders,Halette,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(219) 346-5121,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
195c4a39-914c-4cf0-be5d-8c4c64b89109,73a11015-4b91-4e38-8a95-f4e39357b76d,Rickie,Biddie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(968) 753-7479,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,Group Vice President of Retail Operatiions,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
05fa30e8-95c8-4670-9a8f-d02bdc5bfacf,d6734588-54f8-4395-821d-3f6669d8332f,Lamont,Roselin,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,#N/A,#N/A,32 Railway Street,KALANG,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4064,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6889c8f9-6131-490e-b70b-1b95b28b78cc,175d987e-c994-4755-ade1-843834b6ed5d,Morlee,Madelon,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14 Ross Road,Marple,#N/A,SK6 4HJ,UK,#N/A,#N/A,#N/A,87 0017 4455,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
07e20d13-3a5f-4ef8-a626-b61cbfd6bbcd,b3695549-ddb4-48e8-9bf9-b918ee1f1dff,Keith,Maritsa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1 East 161st Street,Bronx,NY,10451,USA,#N/A,#N/A,#N/A,(658) 113-2312,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,"SVP, General Counsel & Secretary",#N/A,#N/A,#N/A,#N/A,"Mr. John A. Attaway, Jr., has been the General Counsel and Secretary of Publix Super Markets Inc. since January 1, 2005 and Senior Vice President since January 1, 2005. Mr. Attaway served as a Corporate Counsel of Publix Super Markets Inc. until May 2000.",#N/A,#N/A,#N/A
c0ad6208-b43f-4db5-86a8-456b03ec6622,98fdcff4-bc6e-4035-9427-313addf04b08,Sherm,Heida,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,123 Main St.,Denver,CO,80204,USA,#N/A,#N/A,#N/A,(795) 638-9503,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,COO,#N/A,#N/A,#N/A,#N/A,"Jeff Williams is Apple’s Chief Operating Officer reporting to CEO Tim Cook. Since 2010 he has overseen Apple’s entire supply chain, service and support, and the social responsibility initiatives which protect more than one million workers worldwide. He also oversees the development of Apple Watch, Apple’s most personal device yet, and is driving the company’s health initiatives including ResearchKit, which is aimed at simplifying medical and health research.",#N/A,#N/A,#N/A
b6251527-0826-43b9-ba2e-008693b25a62,1bbbd83a-fd4e-4225-b2ec-428d01092afe,Dougy,Rodi,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,#N/A,#N/A,32 Railway Street,KALANG,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3929,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
36248295-6bfc-404a-93a0-9d81f4fdce3d,2d7d4628-1dbf-4d8b-84d7-02793096e9ad,Sterne,Robinett,#N/A,#N/A,#N/A,#N/A,3293,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,GLENTHOMPSON,VIC,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4074,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
bf7ec299-432b-4b04-95ca-31c7e5ef2018,37a48864-056a-4181-84b9-1c220a4f6912,Pate,Albertine,#N/A,7 Dartmoor Dr,Cranbourne East,VIC,3977,Australia,#N/A,#N/A,#N/A,7 Dartmoor Dr,Cranbourne East,VIC,3977,Australia,#N/A,#N/A,#N/A,(03) 7679 6677,(03) 7679 6677,0414 132 477,#N/A,#N/A,(03) 7679 6677,nitish.madan@nagarro.com,Credit Manager,Finance,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
37af8a11-4794-4fe7-97e6-4c69ba6e7f88,0447e566-cb88-4210-808d-819647a6e46f,Winston,Nelli,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(256) 531-2958,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,"CEO, Chairperson",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
f847bd7b-c102-42aa-9cf8-18e3f4f5497f,1303adb4-87fc-47ff-93de-6d489aa30988,Delaney,Harriot,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,011 49 69 3576 6843,#N/A,#N/A,#N/A,#N/A,#N/A,nitish.madan@nagarro.com,COO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
